"age"	"job"	"marital"	"education"	"default"	"balance"	"housing"	"loan"	"contact"	"day"	"month"	"duration"	"campaign"	"pdays"	"previous"	"poutcome"	"y"
59	"technician"	"married"	"secondary"	"no"	283	"no"	"no"	"cellular"	25	"aug"	272	4	-1	0	"unknown"	"no"
56	"technician"	"divorced"	"secondary"	"no"	5	"no"	"no"	"cellular"	19	"aug"	98	1	-1	0	"unknown"	"no"
22	"student"	"single"	"secondary"	"no"	364	"yes"	"no"	"unknown"	15	"may"	282	1	-1	0	"unknown"	"no"
34	"technician"	"married"	"secondary"	"no"	657	"no"	"no"	"cellular"	5	"jun"	263	2	-1	0	"unknown"	"no"
50	"blue-collar"	"divorced"	"primary"	"no"	-232	"yes"	"no"	"unknown"	19	"jun"	168	1	-1	0	"unknown"	"no"
33	"management"	"married"	"tertiary"	"no"	2441	"yes"	"yes"	"cellular"	19	"nov"	154	1	-1	0	"unknown"	"no"
47	"entrepreneur"	"married"	"secondary"	"no"	0	"no"	"no"	"unknown"	19	"jun"	563	2	-1	0	"unknown"	"no"
41	"management"	"married"	"tertiary"	"no"	1272	"yes"	"no"	"cellular"	17	"nov"	214	1	-1	0	"unknown"	"no"
33	"services"	"single"	"tertiary"	"no"	0	"yes"	"no"	"cellular"	18	"nov"	199	1	-1	0	"unknown"	"no"
39	"admin."	"married"	"secondary"	"no"	732	"no"	"no"	"cellular"	23	"apr"	522	4	-1	0	"unknown"	"yes"
39	"management"	"married"	"tertiary"	"no"	2271	"yes"	"no"	"unknown"	21	"may"	575	2	-1	0	"unknown"	"no"
39	"management"	"single"	"tertiary"	"no"	490	"no"	"no"	"unknown"	20	"jun"	44	3	-1	0	"unknown"	"no"
40	"services"	"married"	"primary"	"no"	1117	"yes"	"no"	"unknown"	13	"may"	280	1	-1	0	"unknown"	"no"
29	"technician"	"married"	"tertiary"	"no"	1413	"yes"	"no"	"cellular"	17	"jul"	170	4	-1	0	"unknown"	"no"
30	"management"	"married"	"tertiary"	"no"	2694	"no"	"no"	"cellular"	3	"jun"	192	1	-1	0	"unknown"	"no"
35	"management"	"married"	"secondary"	"no"	97	"yes"	"no"	"unknown"	29	"may"	135	4	-1	0	"unknown"	"no"
40	"blue-collar"	"married"	"secondary"	"no"	0	"yes"	"no"	"unknown"	6	"may"	225	1	-1	0	"unknown"	"no"
32	"technician"	"single"	"secondary"	"no"	2979	"no"	"no"	"cellular"	25	"may"	156	1	-1	0	"unknown"	"no"
37	"self-employed"	"married"	"secondary"	"no"	883	"no"	"no"	"unknown"	11	"jun"	153	1	-1	0	"unknown"	"no"
29	"admin."	"single"	"tertiary"	"no"	1501	"yes"	"no"	"cellular"	18	"may"	316	1	-1	0	"unknown"	"no"
39	"services"	"married"	"secondary"	"no"	2040	"yes"	"no"	"cellular"	12	"may"	312	6	-1	0	"unknown"	"no"
48	"blue-collar"	"single"	"unknown"	"no"	428	"yes"	"no"	"cellular"	18	"may"	127	1	-1	0	"unknown"	"no"
24	"blue-collar"	"single"	"secondary"	"no"	630	"yes"	"no"	"cellular"	16	"apr"	296	1	-1	0	"unknown"	"no"
44	"services"	"divorced"	"secondary"	"no"	-2	"yes"	"no"	"cellular"	15	"may"	152	5	-1	0	"unknown"	"no"
34	"services"	"married"	"secondary"	"no"	0	"yes"	"no"	"unknown"	20	"may"	79	1	-1	0	"unknown"	"no"
30	"technician"	"single"	"secondary"	"no"	782	"yes"	"yes"	"cellular"	20	"nov"	462	4	-1	0	"unknown"	"no"
47	"technician"	"divorced"	"unknown"	"no"	442	"yes"	"no"	"cellular"	11	"may"	85	1	-1	0	"unknown"	"no"
28	"unemployed"	"single"	"secondary"	"no"	559	"yes"	"no"	"unknown"	4	"jun"	236	1	-1	0	"unknown"	"no"
30	"management"	"single"	"tertiary"	"no"	501	"yes"	"no"	"unknown"	23	"may"	209	3	-1	0	"unknown"	"no"
35	"admin."	"married"	"secondary"	"no"	56	"yes"	"no"	"unknown"	13	"may"	93	6	-1	0	"unknown"	"no"
26	"management"	"single"	"tertiary"	"no"	390	"no"	"no"	"cellular"	7	"aug"	325	1	-1	0	"unknown"	"yes"
39	"management"	"married"	"tertiary"	"no"	622	"no"	"no"	"cellular"	19	"nov"	145	1	-1	0	"unknown"	"no"
39	"services"	"single"	"secondary"	"no"	300	"yes"	"yes"	"unknown"	28	"may"	180	2	-1	0	"unknown"	"no"
42	"entrepreneur"	"divorced"	"tertiary"	"no"	626	"yes"	"no"	"cellular"	14	"aug"	201	2	-1	0	"unknown"	"no"
35	"blue-collar"	"single"	"primary"	"no"	-230	"yes"	"no"	"cellular"	14	"jul"	183	3	-1	0	"unknown"	"no"
35	"blue-collar"	"single"	"primary"	"no"	47	"no"	"no"	"unknown"	20	"may"	317	1	-1	0	"unknown"	"no"
59	"blue-collar"	"married"	"secondary"	"no"	-139	"no"	"no"	"cellular"	18	"jul"	33	1	-1	0	"unknown"	"no"
39	"admin."	"married"	"secondary"	"no"	394	"no"	"no"	"cellular"	29	"jul"	551	2	-1	0	"unknown"	"no"
28	"blue-collar"	"married"	"secondary"	"no"	1134	"no"	"no"	"cellular"	9	"feb"	130	3	-1	0	"unknown"	"no"
27	"student"	"single"	"secondary"	"no"	760	"no"	"no"	"cellular"	28	"jan"	177	2	-1	0	"unknown"	"no"
30	"technician"	"single"	"tertiary"	"no"	1323	"yes"	"no"	"cellular"	15	"may"	223	1	-1	0	"unknown"	"no"
38	"blue-collar"	"married"	"secondary"	"no"	35	"yes"	"no"	"unknown"	28	"may"	130	2	-1	0	"unknown"	"no"
25	"unknown"	"single"	"secondary"	"no"	3	"no"	"no"	"cellular"	7	"jul"	136	1	-1	0	"unknown"	"no"
40	"blue-collar"	"married"	"secondary"	"no"	339	"yes"	"no"	"unknown"	14	"may"	234	2	-1	0	"unknown"	"no"
49	"management"	"married"	"tertiary"	"no"	378	"yes"	"no"	"unknown"	5	"may"	230	1	-1	0	"unknown"	"no"
36	"management"	"married"	"tertiary"	"no"	-2	"no"	"no"	"cellular"	11	"aug"	242	2	-1	0	"unknown"	"no"
37	"management"	"single"	"tertiary"	"no"	9	"no"	"no"	"cellular"	26	"aug"	484	2	-1	0	"unknown"	"no"
34	"admin."	"married"	"secondary"	"no"	580	"yes"	"yes"	"cellular"	11	"may"	228	1	-1	0	"unknown"	"no"
33	"services"	"single"	"secondary"	"no"	0	"yes"	"no"	"unknown"	20	"may"	134	3	-1	0	"unknown"	"no"
43	"blue-collar"	"married"	"primary"	"no"	289	"yes"	"no"	"cellular"	6	"may"	284	3	-1	0	"unknown"	"no"
30	"management"	"single"	"tertiary"	"no"	424	"no"	"no"	"cellular"	16	"apr"	298	4	-1	0	"unknown"	"yes"
34	"admin."	"single"	"tertiary"	"no"	64	"yes"	"no"	"cellular"	28	"jul"	76	2	-1	0	"unknown"	"no"
36	"blue-collar"	"single"	"secondary"	"no"	168	"yes"	"no"	"telephone"	12	"may"	52	1	-1	0	"unknown"	"no"
28	"blue-collar"	"single"	"secondary"	"no"	1025	"yes"	"no"	"unknown"	27	"may"	168	1	-1	0	"unknown"	"no"
29	"management"	"divorced"	"tertiary"	"no"	559	"yes"	"no"	"cellular"	18	"may"	6	4	-1	0	"unknown"	"no"
49	"blue-collar"	"married"	"primary"	"no"	1387	"yes"	"yes"	"unknown"	9	"may"	161	2	-1	0	"unknown"	"no"
30	"management"	"married"	"tertiary"	"no"	0	"no"	"no"	"cellular"	19	"aug"	178	2	-1	0	"unknown"	"no"
63	"admin."	"married"	"secondary"	"no"	0	"yes"	"no"	"cellular"	31	"aug"	253	5	-1	0	"unknown"	"yes"
43	"self-employed"	"married"	"primary"	"yes"	385	"no"	"no"	"cellular"	6	"aug"	359	2	-1	0	"unknown"	"no"
29	"blue-collar"	"single"	"primary"	"no"	950	"yes"	"no"	"unknown"	4	"jun"	135	3	-1	0	"unknown"	"no"
35	"technician"	"married"	"secondary"	"no"	-499	"yes"	"no"	"cellular"	28	"jul"	488	4	-1	0	"unknown"	"no"
32	"technician"	"single"	"secondary"	"no"	283	"yes"	"no"	"cellular"	29	"jan"	71	1	-1	0	"unknown"	"no"
45	"technician"	"married"	"secondary"	"no"	1841	"yes"	"no"	"cellular"	30	"jul"	154	2	-1	0	"unknown"	"no"
35	"services"	"married"	"secondary"	"no"	843	"yes"	"no"	"unknown"	27	"may"	120	2	-1	0	"unknown"	"no"
24	"admin."	"single"	"secondary"	"no"	795	"yes"	"no"	"unknown"	27	"may"	209	2	-1	0	"unknown"	"no"
48	"blue-collar"	"single"	"primary"	"no"	244	"yes"	"no"	"cellular"	15	"may"	54	5	-1	0	"unknown"	"no"
36	"technician"	"divorced"	"secondary"	"no"	433	"no"	"no"	"cellular"	22	"aug"	173	3	-1	0	"unknown"	"no"
34	"unemployed"	"married"	"tertiary"	"no"	181	"yes"	"no"	"cellular"	2	"feb"	110	1	-1	0	"unknown"	"no"
48	"admin."	"married"	"secondary"	"no"	315	"yes"	"no"	"cellular"	12	"may"	165	1	-1	0	"unknown"	"no"
41	"management"	"married"	"primary"	"no"	469	"yes"	"yes"	"cellular"	12	"may"	344	1	-1	0	"unknown"	"no"
33	"admin."	"married"	"tertiary"	"no"	46	"yes"	"no"	"cellular"	18	"nov"	95	1	-1	0	"unknown"	"no"
54	"management"	"married"	"primary"	"no"	338	"yes"	"no"	"telephone"	18	"jul"	99	5	-1	0	"unknown"	"no"
47	"unknown"	"married"	"unknown"	"no"	270	"no"	"no"	"cellular"	6	"aug"	467	2	-1	0	"unknown"	"no"
36	"technician"	"married"	"secondary"	"no"	-90	"yes"	"no"	"cellular"	28	"jul"	110	3	-1	0	"unknown"	"no"
52	"entrepreneur"	"married"	"tertiary"	"no"	507	"no"	"no"	"cellular"	18	"nov"	123	2	-1	0	"unknown"	"no"
55	"retired"	"divorced"	"primary"	"no"	53	"yes"	"no"	"unknown"	29	"may"	84	2	-1	0	"unknown"	"no"
37	"technician"	"single"	"tertiary"	"no"	0	"yes"	"no"	"cellular"	23	"jul"	366	6	-1	0	"unknown"	"yes"
40	"technician"	"married"	"secondary"	"no"	500	"yes"	"no"	"cellular"	17	"jul"	175	3	-1	0	"unknown"	"no"
54	"self-employed"	"divorced"	"secondary"	"no"	1374	"yes"	"no"	"unknown"	15	"may"	74	2	-1	0	"unknown"	"no"
43	"housemaid"	"married"	"primary"	"no"	18	"yes"	"yes"	"unknown"	15	"may"	192	3	-1	0	"unknown"	"no"
27	"services"	"single"	"secondary"	"no"	3110	"yes"	"no"	"unknown"	3	"jun"	356	2	-1	0	"unknown"	"no"
31	"technician"	"single"	"tertiary"	"no"	1798	"yes"	"no"	"unknown"	8	"may"	393	1	-1	0	"unknown"	"no"
30	"blue-collar"	"single"	"secondary"	"yes"	447	"no"	"no"	"unknown"	14	"may"	103	6	-1	0	"unknown"	"no"
30	"blue-collar"	"married"	"secondary"	"no"	938	"yes"	"no"	"unknown"	14	"may"	159	1	-1	0	"unknown"	"no"
46	"management"	"married"	"secondary"	"no"	-27	"yes"	"no"	"cellular"	6	"may"	289	1	-1	0	"unknown"	"no"
58	"services"	"married"	"primary"	"no"	943	"yes"	"no"	"unknown"	3	"jun"	243	3	-1	0	"unknown"	"no"
57	"retired"	"married"	"primary"	"no"	-64	"yes"	"no"	"telephone"	24	"jul"	147	1	-1	0	"unknown"	"no"
40	"services"	"married"	"secondary"	"no"	1305	"no"	"no"	"cellular"	22	"jul"	255	1	-1	0	"unknown"	"no"
45	"blue-collar"	"married"	"secondary"	"no"	863	"yes"	"no"	"cellular"	14	"apr"	565	2	-1	0	"unknown"	"no"
49	"technician"	"divorced"	"secondary"	"no"	790	"yes"	"no"	"cellular"	7	"aug"	324	3	-1	0	"unknown"	"no"
44	"technician"	"married"	"secondary"	"no"	1879	"yes"	"no"	"cellular"	11	"aug"	88	4	-1	0	"unknown"	"no"
46	"unknown"	"married"	"unknown"	"no"	300	"yes"	"no"	"unknown"	16	"may"	323	3	-1	0	"unknown"	"no"
43	"admin."	"married"	"secondary"	"no"	764	"yes"	"no"	"cellular"	2	"feb"	118	1	-1	0	"unknown"	"no"
36	"entrepreneur"	"married"	"secondary"	"no"	134	"no"	"no"	"unknown"	20	"may"	98	1	-1	0	"unknown"	"no"
34	"student"	"single"	"primary"	"no"	3004	"no"	"no"	"unknown"	28	"may"	49	3	-1	0	"unknown"	"no"
59	"retired"	"divorced"	"secondary"	"no"	602	"no"	"no"	"unknown"	20	"jun"	89	3	-1	0	"unknown"	"no"
27	"blue-collar"	"single"	"secondary"	"no"	5	"yes"	"no"	"unknown"	19	"may"	205	3	-1	0	"unknown"	"no"
37	"technician"	"married"	"tertiary"	"no"	-86	"yes"	"no"	"cellular"	21	"jul"	91	4	-1	0	"unknown"	"no"
34	"self-employed"	"single"	"tertiary"	"no"	6	"no"	"no"	"cellular"	20	"nov"	501	2	-1	0	"unknown"	"no"
33	"blue-collar"	"single"	"secondary"	"no"	-84	"no"	"no"	"cellular"	10	"jul"	506	3	-1	0	"unknown"	"no"
41	"management"	"single"	"tertiary"	"no"	-24	"yes"	"no"	"cellular"	2	"feb"	437	1	-1	0	"unknown"	"no"
37	"services"	"single"	"secondary"	"no"	1534	"no"	"no"	"cellular"	30	"jan"	267	6	-1	0	"unknown"	"no"
49	"blue-collar"	"single"	"primary"	"no"	87	"yes"	"no"	"telephone"	14	"may"	162	2	-1	0	"unknown"	"no"
36	"management"	"single"	"secondary"	"no"	0	"no"	"no"	"cellular"	13	"aug"	333	5	-1	0	"unknown"	"no"
29	"management"	"married"	"tertiary"	"no"	8	"yes"	"no"	"cellular"	14	"may"	41	2	-1	0	"unknown"	"no"
30	"management"	"single"	"tertiary"	"no"	232	"no"	"no"	"cellular"	15	"apr"	141	1	-1	0	"unknown"	"yes"
48	"entrepreneur"	"single"	"tertiary"	"no"	2313	"no"	"no"	"unknown"	6	"jun"	130	1	-1	0	"unknown"	"no"
49	"self-employed"	"married"	"tertiary"	"no"	503	"yes"	"no"	"cellular"	21	"jul"	507	1	-1	0	"unknown"	"no"
28	"student"	"single"	"secondary"	"no"	0	"yes"	"no"	"unknown"	15	"may"	133	3	-1	0	"unknown"	"no"
46	"blue-collar"	"married"	"primary"	"no"	0	"yes"	"no"	"unknown"	14	"may"	73	1	-1	0	"unknown"	"no"
50	"blue-collar"	"married"	"unknown"	"no"	123	"yes"	"no"	"cellular"	7	"aug"	276	2	-1	0	"unknown"	"no"
26	"management"	"single"	"tertiary"	"no"	200	"no"	"no"	"cellular"	1	"sep"	91	2	-1	0	"unknown"	"no"
52	"retired"	"married"	"tertiary"	"no"	493	"no"	"no"	"cellular"	7	"jul"	61	6	-1	0	"unknown"	"no"
38	"technician"	"single"	"tertiary"	"no"	2350	"no"	"no"	"cellular"	30	"jul"	101	2	-1	0	"unknown"	"no"
34	"technician"	"single"	"secondary"	"no"	202	"yes"	"no"	"cellular"	21	"aug"	114	2	-1	0	"unknown"	"no"
33	"technician"	"divorced"	"secondary"	"yes"	10	"yes"	"yes"	"cellular"	18	"nov"	167	5	-1	0	"unknown"	"no"
39	"admin."	"single"	"secondary"	"no"	1413	"yes"	"no"	"cellular"	17	"apr"	396	1	-1	0	"unknown"	"no"
49	"admin."	"married"	"secondary"	"no"	326	"yes"	"no"	"unknown"	7	"may"	99	2	-1	0	"unknown"	"no"
31	"admin."	"single"	"secondary"	"no"	396	"yes"	"no"	"unknown"	19	"may"	104	1	-1	0	"unknown"	"no"
58	"retired"	"married"	"primary"	"yes"	-235	"no"	"yes"	"telephone"	27	"may"	93	2	-1	0	"unknown"	"no"
33	"technician"	"married"	"secondary"	"no"	3071	"yes"	"yes"	"cellular"	21	"jul"	323	1	-1	0	"unknown"	"no"
39	"management"	"single"	"tertiary"	"yes"	-401	"yes"	"no"	"cellular"	19	"aug"	274	4	-1	0	"unknown"	"no"
47	"blue-collar"	"divorced"	"primary"	"yes"	0	"yes"	"no"	"cellular"	28	"jul"	327	3	-1	0	"unknown"	"no"
43	"entrepreneur"	"married"	"tertiary"	"yes"	-250	"no"	"no"	"unknown"	5	"jun"	104	1	-1	0	"unknown"	"no"
49	"entrepreneur"	"divorced"	"secondary"	"no"	159	"yes"	"no"	"unknown"	13	"may"	95	3	-1	0	"unknown"	"no"
57	"management"	"married"	"primary"	"no"	687	"yes"	"yes"	"telephone"	21	"jul"	107	3	-1	0	"unknown"	"no"
38	"blue-collar"	"married"	"secondary"	"no"	2299	"yes"	"no"	"cellular"	23	"jul"	240	1	-1	0	"unknown"	"no"
31	"services"	"single"	"secondary"	"no"	-341	"no"	"no"	"unknown"	4	"jun"	171	3	-1	0	"unknown"	"no"
43	"blue-collar"	"married"	"unknown"	"no"	-633	"yes"	"yes"	"unknown"	13	"may"	277	1	-1	0	"unknown"	"no"
55	"retired"	"married"	"primary"	"no"	159	"yes"	"yes"	"telephone"	23	"jul"	184	1	-1	0	"unknown"	"no"
33	"management"	"single"	"secondary"	"no"	-298	"no"	"no"	"cellular"	22	"aug"	168	2	-1	0	"unknown"	"no"
48	"entrepreneur"	"married"	"secondary"	"no"	0	"yes"	"no"	"cellular"	11	"may"	430	3	-1	0	"unknown"	"no"
49	"self-employed"	"married"	"secondary"	"no"	505	"yes"	"no"	"telephone"	15	"may"	354	2	-1	0	"unknown"	"no"
53	"self-employed"	"divorced"	"tertiary"	"no"	8	"no"	"no"	"cellular"	28	"jan"	201	3	-1	0	"unknown"	"no"
37	"blue-collar"	"divorced"	"secondary"	"no"	-175	"yes"	"no"	"unknown"	9	"may"	182	1	-1	0	"unknown"	"no"
45	"blue-collar"	"married"	"secondary"	"no"	3037	"no"	"no"	"unknown"	16	"jun"	60	2	-1	0	"unknown"	"no"
64	"technician"	"married"	"secondary"	"no"	1473	"yes"	"no"	"cellular"	13	"feb"	121	2	-1	0	"unknown"	"no"
60	"management"	"single"	"tertiary"	"no"	1034	"yes"	"no"	"cellular"	7	"aug"	231	3	-1	0	"unknown"	"yes"
59	"retired"	"married"	"primary"	"no"	2722	"no"	"no"	"unknown"	16	"jun"	145	1	-1	0	"unknown"	"no"
31	"technician"	"single"	"secondary"	"no"	18	"no"	"no"	"cellular"	2	"jul"	109	1	-1	0	"unknown"	"no"
52	"admin."	"divorced"	"secondary"	"no"	361	"no"	"yes"	"cellular"	20	"nov"	147	1	-1	0	"unknown"	"no"
34	"management"	"married"	"tertiary"	"no"	3064	"yes"	"no"	"cellular"	17	"jul"	324	1	-1	0	"unknown"	"no"
33	"entrepreneur"	"single"	"secondary"	"no"	1808	"no"	"no"	"cellular"	19	"nov"	84	1	-1	0	"unknown"	"no"
35	"technician"	"married"	"secondary"	"no"	13	"no"	"no"	"cellular"	22	"aug"	94	2	-1	0	"unknown"	"no"
32	"management"	"married"	"tertiary"	"no"	1196	"yes"	"no"	"cellular"	11	"jul"	508	1	-1	0	"unknown"	"no"
41	"technician"	"single"	"tertiary"	"no"	159	"no"	"no"	"cellular"	18	"nov"	164	1	-1	0	"unknown"	"no"
30	"entrepreneur"	"married"	"secondary"	"no"	-346	"yes"	"yes"	"cellular"	22	"jul"	88	1	-1	0	"unknown"	"no"
52	"entrepreneur"	"married"	"secondary"	"yes"	-36	"no"	"yes"	"cellular"	15	"jul"	199	4	-1	0	"unknown"	"no"
60	"retired"	"married"	"tertiary"	"no"	1224	"yes"	"no"	"unknown"	15	"may"	120	1	-1	0	"unknown"	"no"
38	"admin."	"married"	"secondary"	"no"	1852	"yes"	"no"	"cellular"	15	"may"	298	2	-1	0	"unknown"	"no"
40	"management"	"married"	"tertiary"	"no"	0	"yes"	"no"	"cellular"	25	"mar"	506	2	-1	0	"unknown"	"yes"
50	"blue-collar"	"married"	"secondary"	"no"	616	"yes"	"no"	"cellular"	6	"aug"	439	6	-1	0	"unknown"	"no"
36	"blue-collar"	"married"	"secondary"	"no"	718	"yes"	"no"	"cellular"	28	"jul"	91	3	-1	0	"unknown"	"no"
29	"management"	"single"	"tertiary"	"no"	3041	"yes"	"no"	"cellular"	8	"may"	606	3	-1	0	"unknown"	"yes"
51	"unemployed"	"married"	"primary"	"no"	0	"no"	"no"	"unknown"	5	"jun"	23	2	-1	0	"unknown"	"no"
18	"student"	"single"	"secondary"	"no"	5	"no"	"no"	"cellular"	24	"aug"	143	2	-1	0	"unknown"	"no"
39	"admin."	"married"	"secondary"	"no"	441	"no"	"no"	"unknown"	6	"jun"	101	2	-1	0	"unknown"	"no"
33	"blue-collar"	"married"	"secondary"	"no"	-77	"yes"	"no"	"cellular"	28	"jul"	151	3	-1	0	"unknown"	"no"
45	"management"	"married"	"tertiary"	"no"	2	"yes"	"no"	"cellular"	16	"jul"	192	2	-1	0	"unknown"	"no"
33	"technician"	"married"	"secondary"	"no"	603	"yes"	"no"	"unknown"	20	"may"	345	1	-1	0	"unknown"	"no"
53	"management"	"married"	"tertiary"	"no"	1014	"no"	"yes"	"cellular"	19	"nov"	59	2	-1	0	"unknown"	"no"
39	"unemployed"	"single"	"secondary"	"no"	356	"yes"	"no"	"unknown"	30	"may"	462	2	-1	0	"unknown"	"no"
59	"blue-collar"	"divorced"	"primary"	"no"	1	"no"	"yes"	"cellular"	8	"jul"	214	1	-1	0	"unknown"	"no"
28	"blue-collar"	"married"	"unknown"	"no"	52	"yes"	"no"	"unknown"	13	"may"	226	1	-1	0	"unknown"	"no"
37	"services"	"divorced"	"secondary"	"no"	75	"yes"	"no"	"cellular"	14	"may"	160	1	-1	0	"unknown"	"no"
44	"admin."	"single"	"unknown"	"yes"	-612	"yes"	"no"	"cellular"	31	"jul"	297	1	-1	0	"unknown"	"no"
32	"technician"	"single"	"tertiary"	"no"	127	"no"	"no"	"cellular"	5	"aug"	168	3	-1	0	"unknown"	"no"
29	"blue-collar"	"married"	"primary"	"no"	544	"no"	"yes"	"cellular"	21	"jul"	121	4	-1	0	"unknown"	"no"
31	"technician"	"married"	"tertiary"	"no"	15	"no"	"no"	"unknown"	2	"jun"	389	1	-1	0	"unknown"	"no"
55	"retired"	"divorced"	"secondary"	"no"	2204	"no"	"no"	"cellular"	3	"jun"	213	1	-1	0	"unknown"	"no"
33	"admin."	"divorced"	"secondary"	"no"	1128	"yes"	"no"	"unknown"	8	"may"	139	2	-1	0	"unknown"	"no"
43	"management"	"married"	"tertiary"	"no"	0	"no"	"no"	"cellular"	2	"feb"	319	2	-1	0	"unknown"	"no"
32	"admin."	"married"	"secondary"	"no"	901	"yes"	"no"	"cellular"	20	"nov"	140	1	-1	0	"unknown"	"no"
33	"admin."	"married"	"secondary"	"no"	1499	"yes"	"no"	"unknown"	21	"may"	144	2	-1	0	"unknown"	"no"
51	"technician"	"divorced"	"primary"	"no"	300	"no"	"yes"	"cellular"	5	"feb"	8	6	-1	0	"unknown"	"no"
51	"admin."	"married"	"secondary"	"no"	73	"no"	"no"	"cellular"	21	"jul"	195	1	-1	0	"unknown"	"no"
32	"blue-collar"	"married"	"secondary"	"no"	759	"yes"	"no"	"cellular"	9	"apr"	317	5	-1	0	"unknown"	"yes"
46	"unemployed"	"married"	"secondary"	"no"	2940	"yes"	"no"	"unknown"	29	"may"	195	2	-1	0	"unknown"	"no"
53	"blue-collar"	"married"	"secondary"	"no"	-102	"yes"	"no"	"cellular"	11	"may"	52	2	-1	0	"unknown"	"no"
49	"management"	"married"	"tertiary"	"no"	1216	"yes"	"yes"	"unknown"	30	"may"	244	2	-1	0	"unknown"	"no"
43	"management"	"married"	"tertiary"	"no"	0	"no"	"no"	"telephone"	17	"oct"	147	1	-1	0	"unknown"	"no"
30	"admin."	"married"	"tertiary"	"no"	501	"yes"	"yes"	"cellular"	25	"may"	92	1	-1	0	"unknown"	"no"
47	"entrepreneur"	"married"	"tertiary"	"no"	-497	"yes"	"no"	"cellular"	14	"may"	176	2	-1	0	"unknown"	"no"
50	"services"	"divorced"	"secondary"	"no"	145	"yes"	"no"	"unknown"	8	"may"	170	1	-1	0	"unknown"	"no"
40	"housemaid"	"married"	"tertiary"	"no"	0	"no"	"no"	"unknown"	6	"oct"	6	1	-1	0	"unknown"	"no"
33	"technician"	"married"	"secondary"	"no"	1844	"yes"	"no"	"unknown"	29	"may"	241	3	-1	0	"unknown"	"no"
44	"technician"	"married"	"secondary"	"no"	267	"no"	"no"	"cellular"	22	"aug"	520	2	-1	0	"unknown"	"yes"
25	"services"	"single"	"secondary"	"no"	-268	"yes"	"no"	"unknown"	21	"may"	264	1	-1	0	"unknown"	"no"
57	"blue-collar"	"married"	"primary"	"no"	211	"yes"	"no"	"cellular"	3	"apr"	239	2	-1	0	"unknown"	"no"
51	"blue-collar"	"married"	"primary"	"no"	593	"yes"	"no"	"unknown"	28	"may"	157	2	-1	0	"unknown"	"no"
36	"blue-collar"	"married"	"secondary"	"no"	2627	"yes"	"no"	"unknown"	18	"jun"	94	1	-1	0	"unknown"	"no"
40	"blue-collar"	"married"	"primary"	"no"	46	"yes"	"no"	"unknown"	6	"may"	119	1	-1	0	"unknown"	"no"
27	"admin."	"single"	"secondary"	"no"	1	"no"	"no"	"cellular"	3	"jun"	42	1	-1	0	"unknown"	"no"
37	"technician"	"single"	"secondary"	"no"	123	"no"	"yes"	"cellular"	5	"feb"	136	1	-1	0	"unknown"	"no"
43	"management"	"married"	"tertiary"	"no"	2100	"yes"	"no"	"cellular"	21	"nov"	105	1	-1	0	"unknown"	"no"
48	"blue-collar"	"married"	"secondary"	"no"	149	"yes"	"no"	"unknown"	9	"may"	71	1	-1	0	"unknown"	"no"
51	"services"	"married"	"secondary"	"no"	867	"yes"	"no"	"cellular"	7	"jul"	422	3	-1	0	"unknown"	"no"
45	"housemaid"	"married"	"tertiary"	"no"	40	"yes"	"no"	"cellular"	2	"feb"	68	1	-1	0	"unknown"	"no"
45	"admin."	"married"	"secondary"	"no"	129	"yes"	"no"	"cellular"	2	"mar"	145	1	-1	0	"unknown"	"no"
35	"blue-collar"	"married"	"secondary"	"no"	210	"yes"	"no"	"cellular"	30	"jan"	626	3	-1	0	"unknown"	"no"
30	"management"	"single"	"tertiary"	"no"	2708	"no"	"no"	"cellular"	19	"nov"	479	1	-1	0	"unknown"	"no"
34	"admin."	"married"	"secondary"	"no"	79	"yes"	"no"	"unknown"	23	"may"	83	1	-1	0	"unknown"	"no"
46	"blue-collar"	"married"	"primary"	"no"	2093	"no"	"no"	"unknown"	5	"jun"	128	2	-1	0	"unknown"	"no"
36	"management"	"single"	"tertiary"	"no"	247	"no"	"no"	"unknown"	21	"may"	354	5	-1	0	"unknown"	"no"
61	"housemaid"	"married"	"primary"	"no"	368	"no"	"no"	"cellular"	8	"aug"	62	3	-1	0	"unknown"	"no"
22	"management"	"single"	"tertiary"	"no"	104	"no"	"yes"	"cellular"	16	"apr"	330	3	-1	0	"unknown"	"yes"
48	"technician"	"married"	"secondary"	"no"	720	"yes"	"no"	"unknown"	8	"may"	177	3	-1	0	"unknown"	"no"
48	"management"	"divorced"	"tertiary"	"no"	174	"no"	"no"	"cellular"	6	"aug"	290	2	-1	0	"unknown"	"no"
44	"housemaid"	"married"	"primary"	"no"	0	"yes"	"no"	"telephone"	9	"jul"	224	1	-1	0	"unknown"	"no"
33	"technician"	"married"	"tertiary"	"no"	300	"no"	"no"	"cellular"	14	"aug"	70	3	-1	0	"unknown"	"no"
29	"management"	"single"	"tertiary"	"no"	74	"no"	"no"	"cellular"	6	"aug"	174	1	-1	0	"unknown"	"no"
35	"blue-collar"	"divorced"	"primary"	"no"	13	"no"	"yes"	"cellular"	9	"jul"	364	1	-1	0	"unknown"	"no"
52	"retired"	"married"	"secondary"	"no"	414	"no"	"no"	"cellular"	28	"jan"	207	3	-1	0	"unknown"	"no"
40	"admin."	"married"	"secondary"	"no"	1011	"yes"	"no"	"cellular"	11	"may"	160	2	-1	0	"unknown"	"no"
